邻居细胞,方向,排名,通道,目标细胞,目标细胞基因,邻居细胞基因,强度,显著性
Brain,发送,1,NTN1_DCC,Cavity,NTN1,DCC,0.588,0.0
Brain,发送,2,SLIT2_ROBO1,Cavity,SLIT2,ROBO1,0.475,0.033
Brain,发送,3,NTN1_UNC5C,Cavity,NTN1,UNC5C,0.463,0.0
Brain,发送,4,EFNB3_EPHB2,Cavity,EFNB3,EPHB2,0.46,0.036
Brain,发送,5,WNT5A_SFRP2,Cavity,WNT5A,SFRP2,0.45,0.001
Brain,发送,6,NECTIN1_NECTIN3,Cavity,NECTIN1,NECTIN3,0.399,0.042
Brain,发送,7,SHH_PTCH_CDON_transmembrane_receptor,Cavity,SHH,PTCH,0.39,0.0
Brain,发送,8,SHH_PTCH_GAS1_transmembrane_receptor,Cavity,SHH,PTCH,0.39,0.0
Brain,发送,9,DLL1_NOTCH1,Cavity,DLL1,NOTCH1,0.386,0.0
Brain,发送,10,JAG1_NOTCH1,Cavity,JAG1,NOTCH1,0.378,0.0
Brain,接收,1,EFNB3_EPHB2,Cavity,EPHB2,EFNB3,0.465,0.006
Brain,接收,2,EFNB1_EPHB2,Cavity,EPHB2,EFNB1,0.368,0.028
Brain,接收,3,DLL1_NOTCH3,Cavity,NOTCH3,DLL1,0.28,0.017
Brain,接收,4,NLGN1_NRXN3,Cavity,NRXN3,NLGN1,0.265,0.001
Brain,接收,5,CLSTN1_NRXN3,Cavity,NRXN3,CLSTN1,0.245,0.019
Brain,接收,6,TENM2_ADGRL1,Cavity,ADGRL1,TENM2,0.243,0.031
Branchial arch,发送,1,NTN1_UNC5C,Cavity,NTN1,UNC5C,0.735,0.0
Branchial arch,发送,2,SLIT2_ROBO1,Cavity,SLIT2,ROBO1,0.596,0.0
Branchial arch,发送,3,SHH_PTCH_GAS1_transmembrane_receptor,Cavity,SHH,PTCH,0.546,0.0
Branchial arch,发送,4,NTN1_UNC5B,Cavity,NTN1,UNC5B,0.507,0.0
Branchial arch,发送,5,SLIT2_ROBO2,Cavity,SLIT2,ROBO2,0.497,0.0
Branchial arch,发送,6,BMPR1B_BMPR2_BMPR1A,Cavity,BMPR1B,BMPR2,0.481,0.017
Branchial arch,发送,7,VTN_integrin_aVb1_complex,Cavity,VTN,integrin,0.459,0.0
Branchial arch,发送,8,SLIT1_ROBO1,Cavity,SLIT1,ROBO1,0.456,0.0
Branchial arch,发送,9,PDGFC_PDGFRA,Cavity,PDGFC,PDGFRA,0.422,0.0
Branchial arch,发送,10,EFNB3_EPHB3,Cavity,EFNB3,EPHB3,0.406,0.026
Branchial arch,接收,1,IGF2_IGF1R,Cavity,IGF1R,IGF2,1.665,0.0
Branchial arch,接收,2,IGF2_IGF2R,Cavity,IGF2R,IGF2,1.627,0.0
Branchial arch,接收,3,DLK1_NOTCH1,Cavity,NOTCH1,DLK1,1.343,0.0
Branchial arch,接收,4,DLK1_NOTCH3,Cavity,NOTCH3,DLK1,1.325,0.0
Branchial arch,接收,5,DLK1_NOTCH2,Cavity,NOTCH2,DLK1,1.319,0.0
Branchial arch,接收,6,FN1_integrin_aVb1_complex,Cavity,integrin,FN1,0.783,0.013
Branchial arch,接收,7,FN1_integrin_aVb5_complex,Cavity,integrin,FN1,0.783,0.004
Branchial arch,接收,8,COL3A1_ADGRG1,Cavity,ADGRG1,COL3A1,0.774,0.002
